Id,Sub-Category,Name
OFF-AR-10002766,7,Prang Drawing Pencil Set
TEC-PH-10004434,8,Cisco IP Phone 7961G VoIP phone - Dark gray
FUR-BO-10000711,1,"Hon Metal Bookcases, Gray"
OFF-BI-10001120,9,Ibico EPK-21 Electric Binding System
OFF-AP-10004655,10,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter"
FUR-BO-10004360,1,Rush Hierlooms Collection Rich Wood Bookcases
TEC-AC-10000199,12,Kingston Digital DataTraveler 8GB USB 2.0
TEC-MA-10001127,16,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color"
OFF-AR-10001227,7,Newell 338
FUR-CH-10000229,2,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs
FUR-BO-10002853,1,O'Sullivan 5-Shelf Heavy-Duty Bookcases
OFF-PA-10004022,11,Hammermill Color Copier Paper (28Lb. and 96 Bright)
OFF-PA-10004248,11,Xerox 1990
OFF-PA-10001363,11,Xerox 1933
OFF-BI-10003876,9,"Green Canvas Binder for 8-1/2"" x 14"" Sheets"
OFF-EN-10004007,13,Park Ridge Embossed Executive Business Envelopes
FUR-BO-10003894,1,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black"
TEC-MA-10001570,16,Cisco Desktop Collaboration Experience DX650 IP Video Phone
FUR-FU-10003930,6,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock
OFF-PA-10000232,11,Xerox 1975
OFF-AR-10001972,7,Newell 323
OFF-AR-10004587,7,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606"
OFF-AP-10001366,10,Staple holder
OFF-BI-10000216,9,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors"
TEC-MA-10001047,16,"3D Systems Cube Printer, 2nd Generation, Magenta"
OFF-LA-10003720,3,Avery 487
TEC-MA-10003246,16,Hewlett-Packard Deskjet D4360 Printer
FUR-FU-10000175,6,DAX Wood Document Frame.
OFF-PA-10000556,11,Xerox 208
TEC-AC-10003237,12,Memorex Micro Travel Drive 4 GB
OFF-EN-10003068,13,#6 3/4 Gummed Flap White Envelopes
FUR-FU-10004053,6,DAX Two-Tone Silver Metal Document Frame
OFF-PA-10000565,11,Easy-staple paper
OFF-LA-10000414,3,Avery 503
OFF-AP-10002998,10,Holmes 99% HEPA Air Purifier
FUR-BO-10004690,1,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase
OFF-AR-10002445,7,SANFORD Major Accent Highlighters
FUR-BO-10003546,1,Hon 4-Shelf Metal Bookcases
FUR-TA-10003392,4,Global Adaptabilities Conference Tables
OFF-AR-10003217,7,Newell 316
OFF-ST-10001932,5,Fellowes Staxonsteel Drawer Files
OFF-AR-10001761,7,Avery Hi-Liter Smear-Safe Highlighters
OFF-EN-10003567,13,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box"
OFF-PA-10003022,11,Xerox 1992
FUR-TA-10004442,4,Riverside Furniture Stanwyck Manor Table Series
OFF-ST-10000129,5,Fellowes Recycled Storage Drawers
OFF-PA-10004948,11,Xerox 190
OFF-PA-10001725,11,Xerox 1892
TEC-PH-10000213,8,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black
OFF-PA-10000807,11,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad"
OFF-ST-10003805,5,"24 Capacity Maxi Data Binder Racks, Pearl"
OFF-PA-10004353,11,Southworth 25% Cotton Premium Laser Paper and Envelopes
OFF-EN-10004206,13,Multimedia Mailers
OFF-LA-10003388,3,Avery 5
TEC-PH-10000193,8,Jensen SMPS-640 - speaker phone
FUR-FU-10002111,6,"Master Caster Door Stop, Large Brown"
OFF-ST-10000885,5,Fellowes Desktop Hanging File Manager
OFF-PA-10002709,11,Xerox 1956
FUR-FU-10003424,6,Nu-Dell Oak Frame
OFF-BI-10003718,9,GBC Therma-A-Bind 250T Electric Binding System
FUR-FU-10002508,6,Document Clip Frames
OFF-AP-10004052,10,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk"
OFF-PA-10003134,11,Xerox 1937
FUR-FU-10000719,6,"DAX Cubicle Frames, 8-1/2 x 11"
FUR-BO-10003893,1,Sauder Camden County Collection Library
TEC-CO-10001943,17,Canon PC-428 Personal Copier
FUR-CH-10000749,2,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms
OFF-PA-10003228,11,Xerox 1917
TEC-AC-10001542,12,SanDisk Cruzer 16 GB USB Flash Drive
TEC-AC-10004877,12,Imation 30456 USB Flash Drive 8GB
TEC-PH-10001305,8,Panasonic KX TS208W Corded phone
OFF-PA-10000483,11,Xerox 19
TEC-AC-10000487,12,SanDisk Cruzer 4 GB USB Flash Drive
TEC-AC-10002018,12,AmazonBasics 3-Button USB Wired Mouse
OFF-PA-10004381,11,14-7/8 x 11 Blue Bar Computer Printout Paper
OFF-EN-10001453,13,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box"
OFF-SU-10001212,15,Kleencut Forged Office Shears by Acme United Corporation
OFF-BI-10000201,9,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack"
TEC-AC-10004396,12,Logitech Keyboard K120
OFF-PA-10001166,11,Xerox 1932
OFF-AR-10002467,7,Dixon Ticonderoga Pencils
FUR-FU-10002813,6,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size"
TEC-MA-10000752,16,Texas Instrument TI-15 Fraction Calculator
FUR-FU-10004845,6,"Deflect-o EconoMat Nonstudded, No Bevel Mat"
OFF-FA-10000840,14,OIC Thumb-Tacks
OFF-AR-10001231,7,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2"
TEC-PH-10004875,8,PNY Rapid USB Car Charger - Black
FUR-CH-10001802,2,Hon Every-Day Chair Series Swivel Task Chairs
TEC-PH-10003356,8,"SmartStand Mobile Device Holder, Assorted Colors"
OFF-AP-10002670,10,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors
OFF-FA-10003485,14,Staples
OFF-AP-10000390,10,Euro Pro Shark Stick Mini Vacuum
OFF-PA-10002764,11,Easy-staple paper
OFF-PA-10000143,11,Astroparche Fine Business Paper
TEC-MA-10000045,16,Zebra ZM400 Thermal Label Printer
OFF-ST-10000136,5,Letter Size File
TEC-PH-10004522,8,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black
TEC-PH-10002584,8,Samsung Galaxy S4
FUR-CH-10004626,2,Office Star Flex Back Scooter Chair with Aluminum Finish Frame
TEC-PH-10000562,8,Samsung Convoy 3
FUR-FU-10001025,6,"Eldon Imàge Series Desk Accessories, Clear"
OFF-LA-10004178,3,Avery 491
OFF-PA-10003797,11,Xerox 209
OFF-EN-10003448,13,"Peel & Seel Recycled Catalog Envelopes, Brown"
OFF-AP-10000938,10,Avanti 1.7 Cu. Ft. Refrigerator
OFF-SU-10004737,15,Acme Design Stainless Steel Bent Scissors
FUR-TA-10001691,4,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops"
TEC-MA-10003173,16,Hewlett-Packard 300S Scientific Calculator
OFF-LA-10000305,3,Avery 495
TEC-PH-10002583,8,iOttie HLCRIO102 Car Mount
OFF-AR-10003876,7,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink"
FUR-FU-10004864,6,Eldon 500 Class Desk Accessories
OFF-PA-10003063,11,EcoTones Memo Sheets
OFF-PA-10003302,11,Xerox 1906
TEC-MA-10000423,16,Texas Instruments TI-34 Scientific Calculator
OFF-PA-10003022,11,Standard Line “While You Were Out” Hardbound Telephone Message Book
TEC-AC-10004992,12,Kingston Digital DataTraveler 64GB USB 2.0
OFF-BI-10004099,9,GBC VeloBinder Strips
OFF-PA-10001215,11,Xerox 1963
TEC-AC-10003870,12,Logitech Z-906 Speaker sys - home theater - 5.1-CH
OFF-AP-10000275,10,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black"
FUR-FU-10003192,6,Luxo Adjustable Task Clamp Lamp
OFF-PA-10000859,11,Unpadded Memo Slips
OFF-AR-10000614,7,Barrel Sharpener
OFF-FA-10000089,14,Acco Glide Clips
FUR-TA-10001771,4,"Bush Cubix Conference Tables, Fully Assembled"
FUR-CH-10002044,2,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum"
TEC-PH-10001795,8,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting
FUR-TA-10001086,4,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine"
OFF-PA-10000048,11,Xerox 20
TEC-MA-10002109,16,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax"
OFF-PA-10003036,11,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book"
TEC-PH-10001870,8,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5
OFF-ST-10002182,5,"Iris 3-Drawer Stacking Bin, Black"
TEC-PH-10001468,8,Panasonic Business Telephones KX-T7736
OFF-AR-10004010,7,Hunt Boston Vacuum Mount KS Pencil Sharpener
OFF-ST-10003572,5,Portfile Personal File Boxes
OFF-ST-10003994,5,"Belkin 19"" Center-Weighted Shelf, Gray"
FUR-CH-10001545,2,Hon Comfortask Task/Swivel Chairs
FUR-FU-10004245,6,"Career Cubicle Clock, 8 1/4"", Black"
OFF-EN-10002592,13,"Peel & Seel Recycled Catalog Envelopes, Brown"
OFF-AR-10000914,7,Boston 16765 Mini Stand Up Battery Pencil Sharpener
OFF-LA-10003498,3,Avery 475
TEC-MA-10003329,16,"Vtech AT&T CL2940 Corded Speakerphone, Black"
FUR-FU-10000747,6,Tenex B1-RE Series Chair Mats for Low Pile Carpets
TEC-PH-10004100,8,Griffin GC17055 Auxiliary Audio Cable
OFF-ST-10000636,5,Rogers Profile Extra Capacity Storage Tub
TEC-PH-10003174,8,RCA ViSYS 25825 Wireless digital phone
OFF-PA-10001497,11,Xerox 1914
OFF-PA-10001952,11,Xerox 1902
OFF-SU-10004661,15,Acme Titanium Bonded Scissors
OFF-BI-10002026,9,Ibico Recycled Linen-Style Covers
OFF-PA-10001826,11,Xerox 207
TEC-MA-10001031,16,Socket Bluetooth Cordless Hand Scanner (CHS)
TEC-MA-10003176,16,Okidata B400 Printer
TEC-AC-10002647,12,"Logitech Wireless Boombox Speaker - portable - wireless, wired"
TEC-PH-10002114,8,Xiaomi Mi3
OFF-PA-10001593,11,Xerox 1947
TEC-AC-10004803,12,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive
OFF-PA-10001801,11,Xerox 193
TEC-PH-10000127,8,iOttie XL Car Mount
OFF-AP-10001564,10,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup
TEC-AC-10004595,12,First Data TMFD35 PIN Pad
FUR-FU-10002874,6,Ultra Commercial Grade Dual Valve Door Closer
FUR-FU-10003489,6,Contemporary Borderless Frame
TEC-MA-10002073,16,"3D Systems Cube Printer, 2nd Generation, White"
TEC-PH-10004006,8,Panasonic KX - TS880B Telephone
OFF-BI-10000279,9,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders"
OFF-PA-10000300,11,Xerox 1936
OFF-BI-10004308,9,Avery Legal 4-Ring Binder
TEC-PH-10004080,8,Avaya 5410 Digital phone
OFF-PA-10001260,11,"TOPS Money Receipt Book, Consecutively Numbered in Red,"
OFF-ST-10004946,5,Desktop 3-Pocket Hot File
OFF-PA-10002109,11,Wirebound Voice Message Log Book
TEC-MA-10004255,16,Konica Minolta magicolor 1690MF Multifunction Printer
FUR-FU-10003095,6,"Linden 12"" Wall Clock With Oak Frame"
FUR-FU-10000820,6,Tensor Brushed Steel Torchiere Floor Lamp
TEC-MA-10002930,16,Ricoh - Ink Collector Unit for GX3000 Series Printers
OFF-PA-10003205,11,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper"
OFF-LA-10002368,3,Avery 479
TEC-MA-10003230,16,Okidata C610n Printer
OFF-PA-10000295,11,Xerox 229
OFF-SU-10004884,15,Acme Galleria Hot Forged Steel Scissors with Colored Handles
FUR-FU-10002240,6,Nu-Dell EZ-Mount Plastic Wall Frames
FUR-FU-10001057,6,Tensor Track Tree Floor Lamp
FUR-CH-10002073,2,Hon Olson Stacker Chairs
OFF-AP-10003278,10,Belkin 7-Outlet SurgeMaster Home Series
TEC-PH-10002070,8,Griffin GC36547 PowerJolt SE Lightning Charger
FUR-FU-10000277,6,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting
TEC-AC-10004420,12,Cherry 142-key Programmable Keyboard
TEC-PH-10004094,8,Motorola L703CM
TEC-MA-10002790,16,NeatDesk Desktop Scanner & Digital Filing System
OFF-AP-10001634,10,Hoover Commercial Lightweight Upright Vacuum
OFF-PA-10001837,11,Xerox 1976
OFF-AR-10003896,7,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors"
OFF-BI-10002897,9,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2"""
OFF-PA-10001243,11,Xerox 1983
FUR-FU-10003806,6,"Tenex Chairmat w/ Average Lip, 45"" x 53"""
TEC-MA-10000904,16,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner"
OFF-LA-10002473,3,Avery 484
FUR-FU-10003374,6,Electrix Fluorescent Magnifier Lamps & Weighted Base
TEC-MA-10001856,16,Okidata C610n Printer
OFF-ST-10003641,5,Space Solutions Industrial Galvanized Steel Shelving.
OFF-AR-10004707,7,Staples in misc. colors
TEC-MA-10004086,16,Plantronics Single Ear Headset
TEC-MA-10001695,16,Zebra GK420t Direct Thermal/Thermal Transfer Printer
FUR-FU-10002506,6,"Tensor ""Hersey Kiss"" Styled Floor Lamp"
TEC-AC-10004518,12,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive
OFF-AP-10000027,10,Hoover Commercial SteamVac
OFF-PA-10002558,11,Xerox 1938
TEC-AC-10000926,12,NETGEAR RangeMax WNR1000 Wireless Router
OFF-PA-10001846,11,Xerox 1899
TEC-MA-10003673,16,Hewlett-Packard Desktjet 6988DT Refurbished Printer
FUR-BO-10001567,1,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled"
FUR-FU-10001379,6,"Executive Impressions 16-1/2"" Circular Wall Clock"
TEC-MA-10000984,16,Okidata MB760 Printer
OFF-AR-10000937,7,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set"
FUR-FU-10002030,6,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement"
OFF-FA-10000254,14,Sterling Rubber Bands by Alliance
OFF-AP-10004136,10,Kensington 6 Outlet SmartSocket Surge Protector
TEC-AC-10002370,12,Maxell CD-R Discs
OFF-AR-10003986,7,Avery Hi-Liter Pen Style Six-Color Fluorescent Set
OFF-SU-10004290,15,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut"
TEC-MA-10004552,16,Star Micronics TSP100 TSP143LAN Receipt Printer
OFF-PA-10000312,11,Xerox 1955
OFF-PA-10001001,11,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate"
OFF-PA-10001583,11,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack"
TEC-MA-10002694,16,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner
TEC-MA-10004626,16,Lexmark 20R1285 X6650 Wireless All-in-One Printer
TEC-PH-10004241,8,Nokia Lumia 1020
OFF-SU-10003936,15,Acme Serrated Blade Letter Opener
TEC-MA-10003337,16,Okidata B401 Printer
OFF-PA-10000210,11,Xerox Blank Computer Paper
OFF-AR-10003477,7,4009 Highlighters
FUR-CH-10002317,2,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs
OFF-LA-10004677,3,Self-Adhesive Address Labels for Typewriters with Dispenser Box
FUR-CH-10002780,2,Office Star - Task Chair with Contemporary Loop Arms
OFF-EN-10001535,13,Grip Seal Envelopes
TEC-MA-10003493,16,Penpower WorldCard Pro Card Scanner
TEC-AC-10002380,12,Sony 8GB Class 10 Micro SDHC R40 Memory Card
TEC-PH-10002817,8,RCA ViSYS 25425RE1 Corded phone
TEC-MA-10003589,16,Cisco 8961 IP Phone Charcoal
OFF-AP-10003099,10,"Eureka Hand Vacuum, Bagless"
TEC-PH-10002645,8,LG G2
OFF-ST-10001627,5,Eldon Jumbo ProFile Portable File Boxes Graphite/Black
